4.0,10.0
5.0,12.0
6.0,15.0
7.0,17.0
8.0,19.0
9.0,21.0
10.0,24.0
11.0,26.0
12.0,29.0
13.0,31.0
14.0,34.0
15.0,35.0
16.0,38.0
17.0,40.0
18.0,43.0
19.0,45.0
20.0,48.0
21.0,50.0
22.0,52.0
23.0,54.0
24.0,57.0
25.0,59.0
26.0,62.0
27.0,64.0
28.0,67.0
29.0,69.0
30.0,71.0
31.0,74.0
32.0,76.0
33.0,78.0
34.0,81.0
35.0,83.0
36.0,86.0
37.0,87.0
38.0,90.0
39.0,92.0
40.0,95.0
41.0,97.0
42.0,100.0
43.0,103.0
44.0,104.0
45.0,106.0
46.0,109.0
47.0,111.0
48.0,114.0
49.0,116.0
50.0,118.0
51.0,121.0
52.0,123.0
53.0,125.0
54.0,128.0
55.0,130.0
