2,1.2545764497e-07,1.13768373191e-07
2.3,1.8643641835e-07,1.73644522691e-07
2.7,2.14530817973e-07,2.00301108178e-07
3,1.4226635993e-07,1.35059819264e-07
3.3,1.65512106136e-07,1.56493148056e-07
3.7,3.67577354756e-07,3.44933884086e-07
4,1.81640124915e-07,1.73558593486e-07
4.3,3.88006524405e-07,3.69641806997e-07
4.7,7.47224522524e-07,7.07731721216e-07
5,6.8066400714e-07,6.51657242692e-07
