3.0,3.0,10.3
3.0,6.0,19.5
3.0,9.0,27.4
3.0,12.0,35.8
3.0,15.0,38.7
3.0,18.0,46.8
3.0,21.0,51.0
3.0,24.0,56.8
3.0,27.0,61.5
3.0,30.0,68.7
