4.0,4.0,11.1
4.0,8.0,21.9
4.0,12.0,30.3
4.0,16.0,36.3
4.0,20.0,42.6
4.0,24.0,50.3
4.0,28.0,56.2
4.0,32.0,62.9
4.0,36.0,70.4
4.0,40.0,74.3
