10.0,2.0,42.1
10.0,4.0,42.9
10.0,6.0,49.0
10.0,8.0,56.1
10.0,10.0,62.5
10.0,12.0,65.0
10.0,14.0,70.6
10.0,16.0,77.5
10.0,18.0,84.3
