25.0,5.0,44.1,0
25.0,9.0,45.8,0
25.0,13.0,51.4,0
25.0,17.0,55.8,0
25.0,21.0,57.4,0
25.0,25.0,58.6,0
25.0,29.0,64.3,0
25.0,33.0,70.7,0
25.0,37.0,76.8,0
25.0,41.0,81.1,0
25.0,45.0,87.8,0
