35.0,5.0,14.6,46
35.0,7.0,20.2,48
35.0,11.0,33.0,35
35.0,14.0,41.1,37
35.0,17.0,49.1,40
35.0,21.0,60.4,42
35.0,23.0,63.5,44
35.0,28.0,92.6,290
35.0,29.0,100.0,321
35.0,35.0,111.2,0
35.0,42.0,118.8,341
