7.393296833662155523e-04,-3.865332773969606256e-02,-5.003292399309638983e-02,-7.495583049499048023e-02,-6.919091926341607024e-02,-6.993516408286597208e-02,-7.875737712570644866e-02,-7.709641829142270530e-02,-8.197570774949654304e-02,-8.376985899595189300e-02
3.995866062617157988e-02,2.931322411906252365e-04,-1.850033937106107876e-02,-3.470430738082790761e-02,-4.187862016590670339e-02,-5.053877675274118936e-02,-5.383510500408100752e-02,-5.981594457520315183e-02,-6.381337326820568645e-02,-6.417381666253901829e-02
5.032470324705006631e-02,1.697063833701353483e-02,2.842016134051722357e-04,-1.291078614703210226e-02,-2.442894680140427974e-02,-3.329833233977432666e-02,-4.151317433056551237e-02,-4.388470820632540265e-02,-4.609877714764542417e-02,-5.130981400027456035e-02
6.680942267070742735e-02,3.341262067765262550e-02,1.326775148298114937e-02,-9.056598239276271445e-04,-1.004895785830410559e-02,-1.917400095398718446e-02,-2.609039050424981007e-02,-3.243936912951616430e-02,-3.781073248025764583e-02,-4.038032298392615210e-02
7.492168989366015941e-02,4.160144769351360045e-02,2.512425115455428279e-02,1.030156924773978876e-02,-8.115864253007315813e-04,-7.981405935716280944e-03,-1.609429518348523200e-02,-2.082522362492150378e-02,-2.692630028594572567e-02,-3.285436780988259392e-02
6.642839315067068651e-02,5.089494880280141104e-02,3.118066926914501644e-02,1.956864189762417064e-02,8.973219343728933498e-03,-6.593692073715613647e-04,-6.286199062792739885e-03,-1.255576387475199930e-02,-1.898032003533456705e-02,-2.348653473114399245e-02
8.134170518320228693e-02,5.360873724016448211e-02,4.000610323190637030e-02,2.613743519703094764e-02,1.702811272158366931e-02,7.049820973351221716e-03,6.178178720148414091e-04,-5.723126165954752799e-03,-1.272338318556516523e-02,-1.529723444258440125e-02
8.022609115036415106e-02,6.209657811294085755e-02,4.495730928035727297e-02,3.345897735284596858e-02,2.065560304168770692e-02,1.560143065671064366e-02,6.733416426723083832e-03,-4.599830350337542895e-04,-4.667458798109828423e-03,-9.767553350912486568e-03
8.547367897479203613e-02,6.146246374994607936e-02,4.522483438013814167e-02,3.692524053393661521e-02,2.487856313749725601e-02,1.836001033657933337e-02,1.161201538580985786e-02,5.710328220061985753e-03,1.015451665717304936e-04,-5.016646477712100385e-03
8.091406833523201447e-02,6.302738972417951113e-02,5.461127354399208933e-02,3.991931695000030395e-02,3.170280196935060940e-02,2.295508067718353765e-02,1.699332637994519293e-02,9.965342475236713127e-03,4.941476586174935182e-03,3.055424231761118378e-04
