2.780138051070321863e-11,9.609232907797426585e-11,8.327078120242946724e-11,1.792860552750758490e-10,5.536349550812858912e-11,4.046454481526930973e-11,5.326337801801023946e-11,2.444800542372409161e-11,3.660000208500059133e-11,2.239650928740970630e-11
1.087896830024142408e-10,1.055459157275511448e-11,1.716501779548937467e-11,1.371651923480234891e-11,6.148045000799627766e-12,1.893207093441108127e-11,1.069125284253106650e-11,1.007109994332570152e-11,1.533658621931841467e-11,6.242332533238875575e-12
7.358388458774918967e-11,7.859777776883698046e-12,5.168368451662929525e-12,3.414703407453325777e-12,4.088985343699915048e-12,3.966687723276008013e-12,3.699698227411374730e-12,2.973790343901670503e-12,2.809971218396716823e-12,4.655664542576335697e-12
1.038982994648142072e-10,5.854832104779435448e-12,4.378624155259018191e-12,2.766328769526919579e-12,2.321466404683796466e-12,1.517140100969201418e-12,2.781101827521048373e-12,1.369136523123197644e-12,1.017906306651097314e-12,2.186099327073629269e-12
8.407914693316456980e-11,1.472864846722073124e-11,6.234404469851938393e-12,4.911683686409315144e-12,1.385154336925759838e-12,9.808479027821672677e-13,2.326462540496181480e-12,1.136652966170819251e-12,1.171243002026011173e-12,1.564909633769797964e-12
6.778593178072012917e-11,1.414152160373922495e-11,3.578258489655044681e-12,1.513437118961146146e-12,1.160083065711471366e-12,1.150132157416228234e-12,1.329083960828481333e-12,1.067892341059419107e-12,8.801503232327627775e-13,6.523583092113258697e-13
5.851473769555788967e-11,1.021919403186722164e-11,3.418886629507137780e-12,7.185911770622269431e-13,1.083913231278144962e-12,1.178483661975904682e-12,7.586463633081979928e-13,4.176624615055201066e-13,9.246132954169227364e-13,6.198631449818065746e-13
3.529243892163137158e-11,1.274629483782509185e-11,4.227006357244489096e-12,1.466838270946764766e-12,9.050913360961684758e-13,7.190630018315116495e-13,1.016157866635522352e-12,2.728492434715039905e-13,5.723318319880976355e-13,4.092581049728554821e-13
2.721931249911799090e-11,1.174300720568348252e-11,5.073893754063996153e-12,1.254597859239541503e-12,1.255710555691277489e-12,8.590076717263316131e-13,8.003244946567969846e-13,3.935674450221446080e-13,5.292766071933249720e-13,3.197628745295873094e-13
1.724918804114585551e-11,8.128333643351958754e-12,3.857652976349104040e-12,1.251125750042959382e-12,1.603727405388041643e-12,7.624435946269179620e-13,7.151796401381600662e-13,7.968329601855251616e-13,8.013482002540182444e-13,2.150638054766973963e-13
