9.426044601421313913e-11,6.293683736637004925e-11,8.824867968037865809e-11,7.919020772147747356e-11,4.869175377930061273e-11,2.118589996907531161e-11,2.220043897086570331e-11,1.343191350857139118e-11,7.405634140827756273e-12,9.290930108026857197e-12
1.324989563418311211e-10,1.076858598140333675e-11,4.191965855036204732e-12,4.164514368251554504e-12,7.722678259042766089e-12,7.626953343159651982e-12,5.600850859268435571e-12,2.990546730793870826e-12,2.342107224400892244e-12,2.980906063627838366e-12
5.845029985887688164e-11,3.867150682876115032e-12,3.876302330070287657e-12,1.655465674835688670e-12,2.435345100463251553e-12,2.863695527893528519e-12,5.003330979282663811e-12,1.356045952069474977e-12,2.493718610564301651e-12,2.584340971987548795e-12
7.754239901953904639e-11,6.414329998057931578e-12,3.789563888435157251e-12,4.304386141640850587e-12,1.788541208649108786e-12,1.289181902565564336e-12,1.985613113249751819e-12,1.308000831175893579e-12,1.571363115286845660e-12,1.204463817373231665e-12
1.865605956996779922e-11,6.826983498905246712e-12,2.831143420536011528e-12,1.323424005630898851e-12,1.386726217324749556e-12,1.320337130490953510e-12,1.543282129045408048e-12,1.572011644361892745e-12,5.256389200222459405e-13,1.126814479287927470e-12
2.859651880817505540e-11,3.581454194730028534e-12,2.938384249275830713e-12,1.406662409164194620e-12,1.532533444936645622e-12,7.946070190861875059e-13,3.825169744566146254e-13,1.614481340296148319e-12,6.783370227728658948e-13,5.835744335788665712e-13
1.718240481400542906e-11,8.165422172799537002e-12,4.806049966823235725e-12,1.115796646607751934e-12,9.892244337460084439e-13,9.016573560250187940e-13,1.140814299928172330e-12,8.670339142125784319e-13,6.130709911400193891e-13,1.217590025398241501e-12
1.286202074193945268e-11,5.162223443667334404e-12,2.905326681978626166e-12,1.501984844333996376e-12,6.207506774884497261e-13,6.751963418609357681e-13,7.661507682979742310e-13,1.018258741553127874e-12,4.573529885995133431e-13,5.560791507543210694e-13
1.533364159898287056e-11,3.403506864480131558e-12,1.938469837019460799e-12,1.421603868413936604e-12,1.068787398992729129e-12,5.238466878358103281e-13,3.670242807642915328e-13,1.042329801780616076e-12,6.555520208484042611e-13,4.126516117874293765e-13
6.980410050558453309e-12,2.892824218846938458e-12,2.771024884441459330e-12,1.498918350637553189e-12,9.791916189446258605e-13,4.867857644859557044e-13,6.772664952891748066e-13,3.321604499413563858e-13,2.654890754299213515e-13,3.006728410413019119e-13
