4.515158028289411650e-11,4.191555333300991315e-11,5.818129825650789950e-11,7.453571065196642727e-11,4.483643983918503542e-11,3.793272785354437324e-11,3.197890423764762933e-11,2.269016549067113446e-11,7.943017911276560112e-12,2.246019829647131596e-11,1.469924882347633344e-11
5.843672337736973044e-11,1.001598856093239297e-11,8.826654662206773382e-12,7.367037437895993952e-12,1.460020875676994919e-11,1.682578985779176294e-11,1.054663724323193634e-11,3.511944428494622617e-12,9.323815968111703378e-12,7.043480657198491787e-12,6.459798745063012586e-12
6.774578097433705705e-11,1.375833498914883112e-11,3.642426825950325556e-12,3.887206100486135140e-12,5.035180926028669053e-12,3.583285231926423761e-12,3.053838574024229221e-12,2.039949940081181933e-12,4.892805824037642044e-12,2.367431152558703893e-12,3.031226716552909059e-12
1.125311567504848202e-10,8.253215004833004867e-12,3.581179403117606520e-12,2.324769608888426227e-12,3.701152871108329970e-12,1.705857337624692672e-12,2.446341959730716618e-12,2.831457925254166336e-12,3.916463062677988634e-12,1.497687364729560676e-12,2.069914948886011920e-12
5.820337347874323764e-11,1.202878130213630410e-11,3.700089831832272893e-12,3.141209093306582101e-12,1.283442640150849856e-12,3.059549979554920338e-12,1.487255336166702185e-12,2.044794092838156921e-12,1.035865752815501548e-12,1.114576815688576143e-12,1.007946817991035679e-12
3.175517879613480887e-11,1.074338011856437841e-11,4.273262023654950471e-12,2.111936640619311483e-12,1.496411088152128620e-12,1.630077766704402319e-12,8.047369580518586981e-13,7.300076547772518688e-13,8.687947605051828665e-13,6.445464139178247931e-13,1.198755742139995124e-12
4.943784084273140098e-11,9.594393027864971964e-12,5.284265129234389328e-12,2.512148869615002625e-12,2.662666949857931587e-12,1.306389563938170019e-12,1.410482474439728598e-12,7.444651780355102060e-13,3.709099732465219665e-13,3.919234375280137006e-13,9.590822705625495065e-13
3.113620350762132970e-11,7.758061285297995227e-12,4.226890544406153434e-12,1.168745575538103317e-12,9.881756113301109751e-13,1.250372255026078991e-12,8.143528388848750113e-13,3.520934040261868350e-13,7.920542700871505697e-13,5.425551296062384189e-13,1.068214548907528015e-12
1.141378921228223049e-11,6.957872891928806353e-12,5.421398174503483281e-12,1.890450402350771082e-12,1.137285817637329089e-12,5.793322983761298833e-13,4.556046595779448668e-13,9.391991918824091580e-13,1.337767043010434065e-12,4.641547201829386410e-13,5.622539392730361000e-13
9.431895117259122094e-12,6.141632016734006264e-12,4.858126486578160938e-12,1.994222236023724175e-12,1.197577268840365716e-12,1.148556888870273077e-12,1.158617260433772300e-12,4.343096297199717187e-13,4.453331269539717261e-13,3.818256565551249019e-13,5.272505081126927910e-13
1.176934127716904724e-11,6.128755469828689400e-12,1.433030661635963182e-12,1.359590144744113120e-12,1.485056517597585284e-12,9.574729983565769800e-13,5.863868841425007620e-13,3.168655933240221519e-13,4.826635005343138292e-13,2.261642708009188335e-13,4.531699602109781948e-13
