-1.235498038861101424e-03,-3.994533489938206089e-02,-5.960822908086563926e-02,-8.585940519617636657e-02,-8.908721496839107357e-02,-9.605161450379078036e-02,-1.071769035566683820e-01,-1.115820796928318343e-01,-1.118827798352996644e-01,-1.188418484431697647e-01
4.037197903668215265e-02,-1.150779099669736001e-03,-2.542575765968238186e-02,-4.277674994616176285e-02,-4.990166966665741249e-02,-7.186268298968355450e-02,-7.203624896912982911e-02,-8.136770809146542938e-02,-9.090803808376980710e-02,-9.300673104314283179e-02
5.404960732796080386e-02,2.677220879984871724e-02,-4.970518305001156000e-04,-1.580638178654197520e-02,-3.222783486823645877e-02,-4.023163630621855863e-02,-5.048706539458858167e-02,-5.907049374954248533e-02,-6.481141261352685312e-02,-6.831151281223821203e-02
8.084384077487626052e-02,4.160256279427974185e-02,1.714088515584811720e-02,-2.870392707561094349e-05,-1.341462991887752525e-02,-2.395599080603703912e-02,-3.703224741860793034e-02,-4.044054579228709839e-02,-4.718699927573333230e-02,-5.671407259783648597e-02
9.474192743429925290e-02,5.037538693881119661e-02,3.215380710940352049e-02,1.473257992473156648e-02,2.124609265849503774e-04,-1.152043198464572545e-02,-2.113651202092953207e-02,-2.675938122002402206e-02,-3.635945642475069822e-02,-4.269386459635976516e-02
9.014002961651272627e-02,6.899062619575468958e-02,4.190179750503732897e-02,2.538754762156342215e-02,1.084140957688028289e-02,-4.406682391439580709e-04,-8.500387065356289698e-03,-1.841980547673126647e-02,-2.393703861153807441e-02,-2.884372540447157143e-02
1.078042608082523390e-01,7.192199717582285767e-02,5.155163742179952324e-02,3.543473406199534187e-02,2.018124991501918375e-02,7.908791250021267663e-03,-9.389402728038441634e-04,-8.631860740444875432e-03,-1.550056696854820726e-02,-2.120298820703996404e-02
1.124869437008301221e-01,7.591029993379007357e-02,6.075172194457243574e-02,4.118465138265480635e-02,2.790717694519885203e-02,1.765993426823619927e-02,5.903207841687736594e-03,-1.086438727005822197e-03,-6.823495443397139919e-03,-1.269181944867716662e-02
1.098138730214562736e-01,8.944666842530696327e-02,6.647078193513726585e-02,4.844491658622627345e-02,3.347760630243060143e-02,2.214150947563960428e-02,1.441584720627940575e-02,7.089752295588736160e-03,-2.460824306798044887e-04,-5.653845272597483873e-03
1.197369313883105274e-01,9.513679749748997494e-02,6.971269921903984479e-02,5.544776104277804318e-02,4.158255879972308500e-02,3.171956542573336341e-02,2.127603990893033384e-02,1.361166181482013383e-02,5.605760987483103530e-03,-8.912595342650999470e-05
