1.220705651702439366e-10,1.133132286133534954e-09,7.740458796813825181e-10,4.412675337050286891e-10,5.616394019332317800e-10,3.763736025680451538e-10,3.626878570002666241e-10,2.605451398979672782e-10,2.653954223261258209e-10,1.904078977822163015e-10
1.197293306865232773e-09,7.747808470109323517e-12,4.366886183691459406e-11,7.641474668619767826e-11,5.158685413213114225e-11,9.566448250653910362e-11,6.917811531904351503e-11,1.136791212377592427e-10,6.925056373578855630e-11,5.887496066446508040e-11
8.218590842715170800e-10,5.229100859907721071e-11,5.039977647846005887e-12,4.981803130689556486e-12,1.441676847795154047e-11,1.979425758781327318e-11,3.030980303567898096e-11,2.281015496065671054e-11,1.879059857345237528e-11,2.061341300043432437e-11
4.320494679380189949e-10,7.797972382047431053e-11,4.137558524815412656e-12,1.674735595912152854e-12,2.734417399173873647e-12,2.539801300574018599e-12,6.656822323167771146e-12,4.434576572367514578e-12,1.203953623210860041e-11,6.054361382945447881e-12
7.946662052813083654e-10,9.644910730110721885e-11,1.955157238833040677e-11,2.340707498792725655e-12,1.100011061546586984e-12,1.740220465094820441e-12,1.510016920158537021e-12,3.229046926113195375e-12,9.211156548636098854e-13,3.320368698501363981e-12
3.977712645284495231e-10,1.203113815776487966e-10,1.469175570471590080e-11,3.905345590022355196e-12,1.473098472454238555e-12,8.763539618560638868e-13,6.244677337579339345e-13,9.214553436186084702e-13,1.694965709122561525e-12,1.994724061339841759e-12
4.050857243439024405e-10,8.083828857535755573e-11,3.116800907378227630e-11,2.641956658617958460e-12,2.054098169958138740e-12,1.529680579316606211e-12,9.466057252273572338e-13,6.942639350403939616e-13,8.075491626948203692e-13,1.246510325206206971e-12
3.059068385022494667e-10,1.064599804910045772e-10,1.919550433354357133e-11,2.904195648287461076e-12,2.624263933096778072e-12,8.327571596734988615e-13,8.117075849784180591e-13,6.204286806226078996e-13,4.912526036259999721e-13,6.892075611286033634e-13
2.095500213039821497e-10,6.716118761719306973e-11,2.212058755405512225e-11,1.000612741276930345e-11,4.049479261941257476e-12,8.719423810591576387e-13,1.298705397315932801e-12,3.911280717653559761e-13,3.824017742348192916e-13,5.196989804274991522e-13
1.734086724594613822e-10,7.086690321711426904e-11,2.812946418208436813e-11,7.353771533681011070e-12,3.317116125832449942e-12,1.110514961376448932e-12,8.176443246922194532e-13,6.716585548805910477e-13,4.820069665263255084e-13,4.281050746123073685e-13
