1.677905437923022216e-03,-7.130539014409949250e-02,-9.896786526486377189e-02,-1.133956844067950803e-01,-1.496912923420588015e-01,-1.505616216022109266e-01,-1.827515286221192692e-01,-1.786573666432884899e-01,-1.931459804493182719e-01,-1.977082602051440097e-01
7.091706332919056610e-02,7.447015875289000539e-04,-4.535236749060631012e-02,-6.729042828614943683e-02,-8.397984972229044498e-02,-1.087842422303986895e-01,-1.152752950407153198e-01,-1.392663811322056022e-01,-1.400571396209137898e-01,-1.585298646161607539e-01
1.024543391699437728e-01,4.410170565957982625e-02,2.250783629587694602e-04,-2.570669372689639645e-02,-5.135774140364745416e-02,-6.471564800229621939e-02,-8.712782224007897813e-02,-9.323282278978578530e-02,-9.722159391680228191e-02,-1.202412300246891025e-01
1.099349483553430790e-01,7.241792129489467433e-02,2.527218340736549218e-02,7.140944473455473212e-05,-1.993942728986310489e-02,-3.536019829533178921e-02,-5.135411801130607135e-02,-6.019144235945992488e-02,-7.968181066880729302e-02,-8.386442746951151828e-02
1.462195119944383892e-01,8.352098706022004215e-02,5.040134810987648845e-02,1.932722611212244271e-02,2.022365367003733794e-05,-1.695893100651228377e-02,-2.750243494663993579e-02,-4.455022098116470652e-02,-5.468537461977626690e-02,-6.742758205029060481e-02
1.497463237433500627e-01,1.066022093642423618e-01,6.355515896835034484e-02,3.327744445043603894e-02,1.674965740301490383e-02,6.960306371805912102e-04,-1.380738033454168880e-02,-2.486227618431269271e-02,-3.585789623035132156e-02,-4.610770731878616191e-02
1.737938876267340615e-01,1.184845432756493899e-01,8.856964802953937177e-02,5.352586024309791135e-02,2.894953177153728255e-02,1.412872154281144370e-02,4.471122339461961262e-04,-1.283624467232239580e-02,-2.411456765520082757e-02,-3.636776428814709333e-02
1.797155549192018809e-01,1.416156069159803244e-01,9.148750561118419722e-02,5.950559301237638016e-02,4.398307597475459296e-02,2.422129625092036068e-02,1.183666802054614102e-02,3.077900591104585585e-04,-8.390232761511547468e-03,-2.148791800923192941e-02
1.952424850963955516e-01,1.401181179731107174e-01,1.029378471272863332e-01,7.832832817951886073e-02,5.220175211085902739e-02,3.473735291126658215e-02,2.166987313713360230e-02,9.570955566049525742e-03,5.591321009304203249e-04,-8.642318612520466167e-03
1.935628932326920459e-01,1.636403535250627594e-01,1.191357830282572250e-01,8.686314339478888591e-02,6.704245306457486120e-02,4.675058155049275493e-02,3.421114431526039307e-02,2.088153355319078905e-02,9.474347261337556780e-03,1.131978398635132563e-04
