6.285726517026487451e-11,6.670160830290330910e-10,2.108225419076881259e-10,3.415224669198977775e-10,3.489185972469288771e-10,3.588519340884189888e-10,2.910998556241462186e-10,1.617006215995755705e-10,1.541460862070749806e-10,1.213710416277714229e-10,9.225616613770973599e-11
4.517933271530032482e-10,9.134746559065500519e-12,1.371114032700874376e-11,5.357389702432589834e-11,8.445555867625983575e-11,7.898232245442811395e-11,4.051114233956944587e-11,5.374754649168614733e-11,4.911831282523558993e-11,5.119049281091116489e-11,3.744635127571958110e-11
2.440473211040074651e-10,6.910817784478611505e-12,4.274055169692589578e-12,5.836325940562673487e-12,1.093306166320636945e-11,1.269456918306544761e-11,1.249050208565552268e-11,1.279283410368192113e-11,1.899860573299570988e-11,5.991164965012570932e-12,1.646067992074448982e-11
2.964163459279751026e-10,3.359265033728928143e-11,1.033494831414932820e-11,1.848500368109804676e-12,7.921299393666936240e-12,3.320726211876709273e-12,5.565927398975126863e-12,9.719764418005257651e-12,3.180866888240687910e-12,2.650718379496596329e-12,5.187573971637117162e-12
3.737408454931775761e-10,7.854807465261117777e-11,1.490962184849443101e-11,1.764844896415420875e-12,1.613293687913276270e-12,1.858394083015794989e-12,1.905680104649140028e-12,2.292218421524400324e-12,3.805397008340774537e-12,4.176490972983126736e-12,2.688916539061229733e-12
3.726195585993993364e-10,8.740831395763992034e-11,1.444221694973071968e-11,2.428054268107671009e-12,2.285069612098526047e-12,1.691826748310283280e-12,2.695417982931739859e-12,1.072852241824153797e-12,1.143950358347531509e-12,3.141009814521731658e-12,2.945516194479406671e-12
3.138906169339709558e-10,5.694591453878967013e-11,1.413111883881250199e-11,4.272964531277589776e-12,1.994394838846304617e-12,1.177623669475540474e-12,1.099372270938141002e-12,1.461571869807301683e-12,1.299413915827968183e-12,1.268917405277022470e-12,7.774963726964909133e-13
1.581962789506909732e-10,6.367417347659365178e-11,1.349915155169947486e-11,7.378431985879971244e-12,3.549561067357456064e-12,1.265230561382815412e-12,1.359766950116314425e-12,1.071191695193489714e-12,6.575054068459236185e-13,9.146622439354939851e-13,1.114173981957066721e-12
1.195803355576005721e-10,6.008895592675645354e-11,1.962554620151112846e-11,1.210147113333947578e-11,1.683784351032758226e-12,1.437190972276948904e-12,9.940827959814500987e-13,5.913416202672452424e-13,6.509311925813415365e-13,9.075183686378371784e-13,8.929432336312265763e-13
1.302848934878570264e-10,4.937777815856542313e-11,1.099765585447938157e-11,3.388750408033899110e-12,5.439056797217657063e-12,1.269993454707731744e-12,1.274185591866311156e-12,8.172887084076689265e-13,6.980751858384166348e-13,1.049834605393873937e-12,3.368675434339200235e-13
1.341329047984159261e-10,3.305257707188805650e-11,1.221879858399561621e-11,4.773668284307367195e-12,4.780771486435424292e-12,1.591046334211147532e-12,3.683350588937843961e-13,2.945893595902567843e-13,1.059375000567812858e-12,8.094885685394359838e-13,2.889041883137448395e-13
