5.406045023919106010e-04,-3.043563139192402567e-02,-5.508468373150299247e-02,-7.045774659240815196e-02,-6.446330696876782784e-02,-7.869717601906189852e-02,-8.541731313513123425e-02,-9.655995453280497021e-02,-8.722699211298025335e-02,-9.561521989538836197e-02,-9.937930523205738831e-02
3.234427456400489759e-02,7.566270748427574846e-04,-2.217171769218103175e-02,-3.121749873908385986e-02,-4.536837276397273633e-02,-5.724671112332727074e-02,-6.186823979073204777e-02,-6.421499216455536785e-02,-6.800979650969880830e-02,-7.601590209781383667e-02,-8.076291808851958354e-02
5.283209617058912122e-02,2.181850153411299745e-02,8.731054944477998660e-04,-1.466655585498053034e-02,-2.401442457029175429e-02,-3.682466955590307095e-02,-3.760127807037849657e-02,-5.099715516911951241e-02,-5.408346208677472511e-02,-6.053833917255124070e-02,-6.057416175147114362e-02
7.018616551592334052e-02,3.003838754033283029e-02,1.419212904160124800e-02,-8.301474435337594896e-05,-1.224825614957068820e-02,-1.909453073503286288e-02,-2.983312308012642244e-02,-3.570613565958963287e-02,-4.326670890462666619e-02,-4.458711386389332260e-02,-5.053608470079940657e-02
6.799095240323967115e-02,4.305194544975674692e-02,2.594078523805807765e-02,1.277476538853595557e-02,6.801903774321018531e-04,-9.027115317990455634e-03,-1.833161404374851824e-02,-2.514634615925415498e-02,-2.989401889452040703e-02,-3.411250207698008491e-02,-4.157169241279342481e-02
7.647468374105227673e-02,5.375666193074648408e-02,3.514479412478141440e-02,1.945430667865431437e-02,9.224989141210454199e-03,-8.107982970454249852e-04,-8.534294523347861136e-03,-1.453295127260887699e-02,-2.028072284694945951e-02,-2.597991446204793789e-02,-3.058455272008925308e-02
8.750981230196513971e-02,6.470015109001113485e-02,3.760970817541822026e-02,2.769000455091429405e-02,1.668863486324934087e-02,9.900464405509597568e-03,-9.337958086340164771e-04,-6.613243376253679674e-03,-1.200888123953672976e-02,-1.813655518811567099e-02,-2.376948436192792904e-02
9.233581932211980259e-02,6.299338697666267972e-02,4.783647971991203396e-02,3.645060656749091882e-02,2.413341023144436118e-02,1.551710598223189110e-02,6.628083043974526169e-03,-7.169050222410494914e-04,-5.193558614863273172e-03,-1.200427298128145352e-02,-1.604552424485572101e-02
8.718913110804292488e-02,6.840734261917037762e-02,5.631322316573280501e-02,4.278785603402136123e-02,2.929682865440531511e-02,2.008029593689513934e-02,1.234854449213291551e-02,6.165399109400042203e-03,1.083168522440385679e-03,-5.582922988910144456e-03,-9.075423649741820240e-03
9.220825717824378265e-02,7.703238023695178904e-02,6.189265774415475541e-02,4.384781105797450756e-02,3.572735832451642835e-02,2.660936656274512369e-02,1.925216690612714665e-02,1.043150874519991646e-02,5.592976866584418311e-03,-3.096021571195087772e-04,-4.829552670624576681e-03
9.323528638581801697e-02,8.226196510687693031e-02,6.098357502054743001e-02,4.825196749342053337e-02,3.994670527660588999e-02,3.103854820719677277e-02,2.370395329046243518e-02,1.613798731286627750e-02,9.408710639563914666e-03,2.943891051420534626e-03,3.486013207741303806e-04
